id,age,gender,sign
1328,19,male,gemini
1329,19,female,aries
1330,36,male,taurus
1331,35,nb,capricorn
1332,44,female,capricorn
1333,43,male,gemini
1334,41,male,taurus
1335,40,male,virgo
1336,49,female,aquarius
1337,52,nb,gemini
1338,40,female,leo
1339,40,male,pisces
1340,37,female,aquarius
1341,34,male,capricorn
1342,34,female,leo
1343,34,female,aquarius
1344,52,female,sagittarius
1345,50,male,scorpio
1346,33,male,leo
1347,32,female,leo
1348,19,female,virgo
1349,19,male,gemini
1350,18,male,capricorn
1351,18,female,aries
1352,38,nb,cancer
1353,35,male,taurus
1354,52,male,aries
1355,51,female,libra
1356,54,male,scorpio
1357,54,female,libra
1358,40,male,aries
1359,41,male,aries
1360,21,male,gemini
1361,23,female,taurus
1362,27,female,taurus
1363,27,nb,gemini
1364,48,female,aries
1365,48,female,gemini
1366,40,female,aries
1367,40,male,libra
1368,27,female,sagittarius
1369,27,female,aries
1370,43,male,scorpio
1371,45,male,gemini
1372,48,female,aquarius
1373,48,male,libra
1374,46,male,aries
1375,46,female,virgo
1376,45,male,pisces
1377,45,male,aquarius
1378,22,male,leo
1379,22,nb,scorpio
1380,25,female,taurus
1381,23,female,sagittarius
1382,35,nb,capricorn
1383,32,male,leo
1384,18,male,capricorn
1385,21,male,gemini
1386,37,male,virgo
1387,37,female,virgo
1388,42,male,virgo
1389,38,male,sagittarius
1390,49,female,aries
1391,48,female,virgo
1392,43,nb,leo
1393,47,female,sagittarius
1394,58,female,scorpio
1395,58,nb,virgo
1396,19,female,pisces
1397,20,nb,leo
1398,52,female,virgo
1399,52,male,libra
1400,54,male,libra
1401,54,female,virgo
1402,18,female,gemini
1403,18,female,sagittarius
1404,32,male,cancer
1405,30,male,sagittarius
1406,32,male,leo
1407,34,nb,scorpio
1408,23,male,gemini
1409,23,female,scorpio
1410,23,male,taurus
1411,23,female,scorpio
1412,48,male,taurus
1413,47,female,aquarius
1414,25,male,scorpio
1415,26,male,aquarius
1416,28,female,aries
1417,28,female,sagittarius
1418,48,female,aries
1419,48,female,libra
1420,28,male,scorpio
1421,28,female,aquarius
1422,56,female,virgo
1423,58,male,pisces
1424,19,female,capricorn
1425,18,male,libra
1426,50,male,virgo
1427,50,male,cancer
1428,46,female,leo
1429,44,nb,scorpio
1430,47,nb,aries
1431,43,female,cancer
1432,32,female,gemini
1433,32,female,capricorn
1434,28,male,cancer
1435,28,female,cancer
1436,39,female,gemini
1437,39,male,virgo
1438,30,female,cancer
1439,30,female,aquarius
1440,32,female,virgo
1441,29,male,virgo
1442,44,female,sagittarius
1443,43,female,virgo
1444,46,male,pisces
1445,42,female,capricorn
1446,56,female,capricorn
1447,55,female,sagittarius
1448,25,nb,sagittarius
1449,25,male,aquarius
1450,24,female,leo
1451,22,male,cancer
1452,42,male,cancer
1453,42,male,libra
1454,36,male,libra
1455,37,female,scorpio
1456,34,nb,aquarius
1457,37,male,pisces
1458,22,male,virgo
1459,25,male,gemini
1460,43,female,pisces
1461,39,female,leo
1462,20,male,capricorn
1463,19,male,scorpio
1464,24,male,aries
1465,20,male,virgo
1466,51,male,leo
1467,51,female,pisces
1468,40,male,scorpio
1469,41,male,aquarius
1470,35,female,sagittarius
1471,33,male,aquarius
1472,25,male,aries
1473,27,male,virgo
1474,21,female,gemini
1475,24,male,leo
1476,44,male,aries
1477,46,female,aquarius
1478,57,female,taurus
1479,54,male,scorpio
1480,46,female,libra
1481,44,male,scorpio
1482,41,male,gemini
1483,40,female,capricorn
1484,56,female,virgo
1485,56,female,leo
1486,46,female,taurus
1487,44,male,virgo
1488,49,female,aries
1489,50,female,aries
1490,47,female,sagittarius
1491,47,female,leo
1492,35,male,libra
1493,35,female,gemini
1494,40,male,taurus
1495,43,male,virgo
1496,56,male,aquarius
1497,55,male,gemini
1498,48,female,taurus
1499,48,female,sagittarius
1500,26,male,sagittarius
1501,30,male,scorpio
1502,38,female,aries
1503,38,female,virgo
1504,44,female,gemini
1505,45,male,virgo
1506,33,male,aries
1507,35,female,capricorn
1508,26,male,scorpio
1509,26,female,taurus
1510,43,male,libra
1511,44,male,cancer
1512,50,male,cancer
1513,52,male,pisces
1514,22,female,taurus
1515,22,male,aries
1516,18,female,libra
1517,18,male,sagittarius
1518,59,female,aries
1519,58,male,taurus
1520,22,female,virgo
1521,22,female,sagittarius
1522,55,nb,sagittarius
1523,57,male,aries
1524,41,female,cancer
1525,43,female,aries
1526,41,male,taurus
1527,41,female,gemini
1528,46,female,taurus
1529,45,male,scorpio
1530,31,female,aquarius
1531,31,nb,scorpio
1532,43,female,virgo
1533,42,female,gemini
1534,26,male,aries
1535,26,male,aquarius
1536,51,male,capricorn
1537,48,male,gemini
1538,24,male,capricorn
1539,24,nb,aquarius
1540,20,male,leo
1541,21,female,capricorn
1542,49,male,cancer
1543,49,female,gemini
1544,47,male,sagittarius
1545,47,female,gemini
1546,53,male,pisces
1547,53,female,scorpio
1548,51,male,capricorn
1549,51,male,scorpio
1550,18,male,pisces
1551,18,female,virgo
1552,24,female,cancer
1553,26,female,aries
1554,21,female,scorpio
1555,21,male,taurus
1556,18,female,sagittarius
1557,21,male,leo
1558,19,male,cancer
1559,18,female,gemini
1560,57,female,sagittarius
1561,57,male,taurus
1562,44,female,scorpio
1563,46,male,capricorn
1564,34,female,aquarius
1565,34,female,leo
1566,43,male,libra
1567,41,male,virgo
1568,27,female,aries
1569,27,male,aries
1570,34,male,libra
1571,31,nb,pisces
1572,57,female,virgo
1573,57,female,cancer
1574,42,female,sagittarius
1575,41,nb,aquarius
1576,43,male,pisces
1577,41,male,scorpio
1578,40,female,leo
1579,42,male,gemini
1580,59,nb,scorpio
1581,55,female,taurus
1582,43,female,leo
1583,44,male,aries
1584,25,male,libra
1585,27,nb,scorpio
1586,25,nb,cancer
1587,25,male,aquarius
1588,24,female,virgo
1589,24,male,gemini
1590,30,male,capricorn
1591,31,male,cancer
1592,39,nb,scorpio
1593,39,male,capricorn
1594,54,nb,gemini
1595,55,nb,scorpio
1596,48,male,scorpio
1597,49,male,taurus
1598,52,female,leo
1599,53,female,taurus
1600,52,male,scorpio
1601,55,male,cancer
1602,36,male,cancer
1603,34,female,capricorn
1604,44,male,gemini
1605,44,male,capricorn
1606,48,female,taurus
1607,48,female,aquarius
1608,29,female,aquarius
1609,28,male,pisces
1610,52,male,taurus
1611,52,male,cancer
1612,53,female,capricorn
1613,53,female,virgo
1614,21,male,scorpio
1615,21,male,scorpio
1616,43,male,scorpio
1617,43,female,capricorn
1618,19,male,leo
1619,20,female,pisces
1620,54,female,scorpio
1621,54,male,cancer
1622,52,female,gemini
1623,52,female,sagittarius
1624,45,female,taurus
1625,42,female,sagittarius
1626,49,male,virgo
1627,50,male,aquarius
1628,51,female,aquarius
1629,51,male,scorpio
1630,34,female,pisces
1631,32,female,aries
1632,28,male,sagittarius
1633,28,male,scorpio
1634,24,male,virgo
1635,26,female,sagittarius
1636,22,male,libra
1637,25,male,libra
1638,57,nb,leo
1639,57,female,leo
1640,42,female,aquarius
1641,42,male,cancer
1642,24,male,leo
1643,27,female,capricorn
1644,31,male,leo
1645,31,female,taurus
1646,31,female,capricorn
1647,31,male,libra
1648,36,female,scorpio
1649,38,female,virgo
1650,27,male,scorpio
1651,27,male,sagittarius
1652,38,male,capricorn
1653,41,nb,cancer
1654,54,male,sagittarius
1655,54,female,aries
1656,44,female,aquarius
1657,47,male,aries
1658,33,male,sagittarius
1659,31,female,libra
1660,31,male,aries
1661,34,male,virgo
1662,22,female,taurus
1663,23,nb,scorpio
1664,54,female,taurus
1665,52,male,aries
1666,45,male,libra
1667,47,male,aries
1668,51,female,taurus
1669,49,female,gemini
1670,40,nb,libra
1671,39,female,gemini
1672,27,male,aquarius
1673,28,male,aries
1674,28,male,scorpio
1675,28,male,leo
1676,37,female,gemini
1677,39,male,pisces
1678,54,male,libra
1679,54,male,aquarius
1680,42,nb,libra
1681,42,male,gemini
1682,45,male,scorpio
1683,47,male,aries
1684,26,female,aries
1685,26,male,libra
1686,20,female,aries
1687,21,male,scorpio
1688,18,male,libra
1689,19,female,gemini
1690,53,male,sagittarius
1691,54,male,leo
1692,26,female,virgo
1693,26,female,gemini
1694,44,male,gemini
1695,44,male,taurus
1696,18,male,aquarius
1697,18,male,aries
1698,33,male,cancer
1699,33,male,gemini
1700,43,female,virgo
1701,42,female,leo
1702,28,female,scorpio
1703,27,female,gemini
1704,58,nb,leo
1705,57,female,libra
1706,38,female,capricorn
1707,39,female,libra
1708,54,female,sagittarius
1709,54,male,sagittarius
1710,43,female,pisces
1711,44,nb,aries
1712,47,female,taurus
1713,45,male,scorpio
1714,57,female,virgo
1715,57,male,pisces
1716,27,male,capricorn
1717,27,female,capricorn
1718,54,female,aries
1719,50,female,scorpio
1720,31,male,capricorn
1721,29,male,capricorn
1722,50,nb,pisces
1723,50,female,sagittarius
1724,21,nb,aquarius
1725,21,female,taurus
1726,29,female,sagittarius
1727,29,female,leo
1728,26,male,aries
1729,25,male,capricorn
1730,20,female,sagittarius
1731,20,male,taurus
1732,37,male,leo
1733,36,female,pisces
1734,25,male,capricorn
1735,24,female,aquarius
1736,47,male,gemini
1737,46,male,capricorn
1738,32,nb,aries
1739,32,female,aries
1740,33,female,pisces
1741,31,female,virgo
1742,37,female,leo
1743,37,female,libra
1744,54,female,leo
1745,53,male,gemini
1746,56,nb,taurus
1747,56,male,capricorn
1748,21,female,leo
1749,25,male,cancer
1750,19,female,pisces
1751,19,male,pisces
1752,31,female,pisces
1753,30,male,sagittarius
1754,56,female,sagittarius
1755,57,male,taurus
1756,19,female,pisces
1757,20,female,scorpio
1758,51,male,libra
1759,50,male,cancer
1760,49,nb,libra
1761,49,female,libra
1762,48,female,scorpio
1763,49,female,pisces
1764,50,male,taurus
1765,51,male,taurus
1766,22,male,sagittarius
1767,22,female,sagittarius
1768,19,male,sagittarius
1769,18,male,cancer
1770,56,female,aquarius
1771,56,female,cancer
1772,53,female,leo
1773,54,male,pisces
1774,41,female,aquarius
1775,45,male,aquarius
1776,58,male,leo
1777,58,male,libra
1778,25,female,aquarius
1779,23,female,virgo
1780,29,female,libra
1781,28,female,leo
1782,41,male,scorpio
1783,41,male,leo
1784,21,female,capricorn
1785,21,female,gemini
1786,19,male,gemini
1787,18,female,cancer
1788,54,male,aquarius
1789,54,male,libra
1790,31,male,gemini
1791,28,female,leo
1792,34,male,libra
1793,35,male,libra
1794,21,female,libra
1795,22,female,aquarius
1796,37,male,aquarius
1797,37,female,pisces
1798,42,male,libra
1799,46,male,cancer
1800,23,female,cancer
1801,24,male,cancer
1802,30,female,gemini
1803,32,female,leo
1804,36,male,pisces
1805,37,female,aries
1806,44,male,virgo
1807,44,male,leo
1808,26,female,virgo
1809,26,male,virgo
1810,48,male,aries
1811,48,male,gemini
1812,26,female,scorpio
1813,26,female,taurus
1814,22,female,taurus
1815,24,female,scorpio
1816,25,nb,scorpio
1817,25,female,aquarius
1818,53,female,aries
1819,50,female,taurus
1820,32,male,libra
1821,33,female,scorpio
1822,24,male,pisces
1823,20,female,pisces
1824,40,nb,aquarius
1825,40,male,sagittarius
1826,49,female,leo
1827,48,male,libra
1828,28,female,capricorn
1829,28,nb,cancer
1830,21,female,cancer
1831,21,female,pisces
1832,27,nb,aquarius
1833,23,female,scorpio
1834,41,male,sagittarius
1835,42,female,capricorn
1836,41,male,gemini
1837,44,female,scorpio
1838,29,male,scorpio
1839,29,male,leo
1840,40,male,libra
1841,40,male,aries
1842,50,male,sagittarius
1843,52,female,aries
1844,54,male,pisces
1845,57,male,sagittarius
1846,35,nb,cancer
1847,32,male,cancer
1848,44,male,aries
1849,43,nb,aquarius
1850,36,female,capricorn
1851,36,female,sagittarius
1852,45,female,taurus
1853,45,male,sagittarius
1854,43,female,gemini
1855,41,female,aries
1856,42,female,leo
1857,42,male,libra
1858,20,female,capricorn
1859,19,female,gemini
1860,21,female,sagittarius
1861,20,male,scorpio
1862,58,female,pisces
1863,56,female,aries
1864,45,male,sagittarius
1865,48,male,sagittarius
1866,18,male,sagittarius
1867,19,nb,sagittarius
1868,20,female,scorpio
1869,20,female,scorpio
1870,59,female,leo
1871,59,nb,virgo
1872,42,male,aquarius
1873,42,male,virgo
1874,43,male,gemini
1875,43,female,cancer
1876,37,female,aquarius
1877,39,female,sagittarius
1878,48,female,libra
1879,46,male,leo
1880,30,female,leo
1881,30,male,gemini
1882,59,male,sagittarius
1883,58,female,aquarius
1884,22,nb,aries
1885,25,nb,libra
1886,58,male,sagittarius
1887,57,male,taurus
1888,33,male,cancer
1889,33,male,taurus
1890,39,male,gemini
1891,41,nb,virgo
1892,32,male,leo
1893,34,male,virgo
1894,48,female,scorpio
1895,51,female,libra
1896,45,female,taurus
1897,46,nb,taurus
1898,46,male,cancer
1899,47,female,pisces
1900,27,male,aries
1901,28,male,cancer
1902,51,female,libra
1903,51,male,leo
1904,37,male,leo
1905,37,female,gemini
1906,23,nb,gemini
1907,25,male,pisces
1908,23,male,capricorn
1909,23,nb,capricorn
1910,52,female,gemini
1911,52,female,aquarius
1912,42,male,scorpio
1913,42,male,leo
1914,42,nb,scorpio
1915,41,male,aquarius
1916,40,male,scorpio
1917,37,female,taurus
1918,50,female,libra
1919,48,female,aries
1920,52,male,cancer
1921,50,nb,leo
1922,54,female,libra
1923,53,female,aquarius
1924,50,nb,virgo
1925,51,female,sagittarius
1926,20,male,taurus
1927,20,female,libra
1928,44,nb,cancer
1929,41,male,pisces
1930,26,female,scorpio
1931,28,nb,capricorn
1932,32,male,scorpio
1933,32,male,leo
1934,56,female,pisces
1935,55,female,pisces
1936,23,male,capricorn
1937,23,female,gemini
1938,31,female,taurus
1939,30,male,taurus
1940,30,female,libra
1941,31,male,virgo
1942,34,nb,aries
1943,33,female,leo
1944,21,female,cancer
1945,21,female,scorpio
1946,25,male,gemini
1947,24,female,sagittarius
1948,26,female,aries
1949,27,female,libra
1950,57,female,leo
1951,58,nb,aquarius
1952,50,male,gemini
1953,50,female,libra
1954,59,male,scorpio
1955,61,female,aries
1956,29,male,aquarius
1957,30,male,libra
1958,33,male,libra
1959,32,female,capricorn
1960,22,female,cancer
1961,23,female,aries
1962,29,male,gemini
1963,29,nb,libra
1964,26,nb,leo
1965,26,male,cancer
1966,43,nb,cancer
1967,43,female,cancer
1968,29,male,gemini
1969,28,female,libra
1970,20,nb,taurus
1971,22,female,leo
1972,35,female,capricorn
1973,36,male,pisces
1974,23,male,pisces
1975,21,female,taurus
1976,58,male,aquarius
1977,58,female,capricorn
1978,32,male,sagittarius
1979,31,female,virgo
1980,30,male,taurus
1981,30,male,capricorn
1982,42,male,pisces
1983,42,male,taurus
1984,30,male,pisces
1985,31,female,pisces
1986,47,female,virgo
1987,48,nb,aries
1988,46,female,pisces
1989,46,male,capricorn
1990,25,female,leo
1991,25,female,scorpio
1992,41,female,gemini
1993,39,female,aquarius
1994,43,female,libra
1995,43,female,aries
1996,38,nb,scorpio
1997,39,male,scorpio
1998,42,female,cancer
1999,42,male,cancer
2000,31,female,capricorn
2001,34,male,virgo
2002,33,male,gemini
2003,30,nb,gemini
2004,50,male,aries
2005,52,male,scorpio
2006,45,female,aries
2007,47,female,sagittarius
2008,29,female,gemini
2009,29,male,aries
2010,51,male,pisces
2011,51,nb,pisces
2012,27,male,sagittarius
2013,23,female,leo
2014,44,female,capricorn
2015,44,female,aquarius
2016,46,female,aries
2017,47,female,libra
2018,43,female,sagittarius
2019,43,male,taurus
2020,27,male,gemini
2021,25,female,capricorn
2022,50,male,virgo
2023,50,female,taurus
2024,58,male,leo
2025,55,female,libra
2026,25,male,aries
2027,23,male,leo
2028,55,nb,aquarius
2029,57,male,aquarius
2030,55,male,virgo
2031,54,female,aquarius
2032,22,nb,cancer
2033,25,male,pisces
2034,30,female,aquarius
2035,30,female,scorpio
2036,31,nb,aquarius
2037,33,female,gemini
2038,55,male,taurus
2039,54,male,sagittarius
2040,59,nb,gemini
2041,60,female,virgo
2042,38,female,gemini
2043,38,male,capricorn
2044,20,female,leo
2045,21,nb,pisces
2046,37,male,gemini
2047,38,nb,taurus
2048,57,female,scorpio
2049,57,male,gemini
2050,26,female,libra
2051,27,male,aquarius
2052,35,nb,capricorn
2053,31,female,cancer
2054,47,male,capricorn
2055,47,male,cancer
2056,19,nb,aries
2057,21,male,gemini
2058,30,nb,gemini
2059,29,nb,capricorn
2060,53,male,aquarius
2061,53,female,aquarius
2062,42,nb,sagittarius
2063,42,nb,virgo
2064,52,female,libra
2065,52,male,taurus
2066,44,male,leo
2067,46,female,leo
2068,39,male,capricorn
2069,38,male,cancer
2070,35,nb,taurus
2071,34,nb,leo
2072,33,male,sagittarius
2073,33,male,scorpio
2074,32,male,sagittarius
2075,32,male,capricorn
2076,33,male,taurus
2077,32,female,pisces
2078,35,female,virgo
2079,35,male,scorpio
2080,49,female,sagittarius
2081,45,female,libra
2082,21,male,scorpio
2083,21,female,libra
2084,31,female,pisces
2085,33,female,taurus
2086,55,male,aries
